subjid,country,normal_vision,hispanic,race,color_blind,gender,education_level,fluent_english,household_income,dob
w3KYmUFUbws8ibpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1981-12-28
cAwC1TGSkrbnojpurple,United States,Yes,No,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1989-08-27
ehbYdmt9iiMOvVred,United States,Yes,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1989-12-11
w3KYmUFUbws8ibred,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1990-08-30
DnYnqep04VmuqXpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1997-01-27
joVZzg508p20O8red,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1990-06-30
G9PSkay14LWhVopurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$100,000–$199,999",2002-08-01
s1l3iQC1AEnUJ5purple,United States,Yes,No,Asian,No,Male,Technical/Community College,Yes,"$100,000–$199,999",1988-10-15
cZ2Vm2T1IneMtapurple,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1998-05-23
4ISIiFA1J99JScred,United States,Yes,No,Mixed Race,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1992-05-14
DmpVBEJ1KtUGx2red,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$500,000+",1963-11-11
8vpplWa1LA4tuJred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,I prefer not to answer,1987-05-16
YlscJqG1VAqfiKred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1996-04-22
At5uLcV1gpuWFxpurple,United States,Yes,No,Caucasian/White,No,Other,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1997-07-20
P1QGEaN1plCNcGred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1999-02-09
j81Gvcn1qWMp6ppurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1990-10-12
LEfPEyA1vi7QKFred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1993-03-31
4zprMdo2BmCTocred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1984-04-13
sSDj42w2GOzQgppurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1986-04-14
9Ww7oIT2IOq2Z2purple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",2000-11-04
OBuLvcr2bLTJ9Xred,United States,Yes,,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1965-01-01
pDgPXGd2o6BWjGred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"Less than $20,000",1997-09-17
69qumWi30zt8LBpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$100,000–$199,999",1988-05-13
8lJhZWe3AcL1vBpurple,United States,Yes,Yes,Caucasian/White,No,Male,No Formal Qualifications,Yes,"$40,000–$59,999",
uyqSL1z3jMSVFDpurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1994-07-30
X5wp8pn3jjnYZNpurple,United States,Yes,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1992-09-15
gLJ5JQY3k3NKsored,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$100,000–$199,999",1998-03-14
4cKdZNL492Ie0Vred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$60,000–$79,999",2003-09-02
mpcGaIj4HGABbbpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1978-09-19
4ISIiFA1J99JScpurple,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1997-03-14
ZXaM33h4ObwfWopurple,United States,Yes,No,Caucasian/White,No,Other,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",2000-10-01
4cKdZNL492Ie0Vpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1992-04-03
E7ZN4PY4zC1bwdred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1972-01-01
4zprMdo2BmCTocpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1984-01-01
qD1pHXj549qdDJred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1990-02-06
XMuf3RR57NU3m5purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1980-01-01
X8DGej05HelKX5red,United States,Yes,,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"Less than $20,000",1994-09-23
Ca0LA3R5gMWqROred,United States,Yes,Yes,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1989-09-16
NDCsX0J5xy0hPlred,United States,Yes,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1990-03-11
gveKFkS64H1yipred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1992-12-09
69qumWi30zt8LBred,United States,Yes,No,Caucasian/White,No,Other,Graduate Degree (MA/MS/MPhil/Other),Yes,"Less than $20,000",1990-04-01
XN0GbPB6FoPUiKpurple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$40,000–$59,999",1985-02-15
WfKAXB16bRWIhNpurple,United States,Yes,No,Pacific Islander/Native Hawaiian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1982-05-12
yNaS2Bq6dttKqLpurple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1973-12-08
JZ7WmKj6jM1mPrred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1990-02-20
bL56aPv7CiRj88red,United States,Yes,Yes,Mixed Race,Yes,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1985-11-02
X0iPMkJ7Liehhgred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$300,000–$399,999",1984-07-24
AzuOzsa7YRyHF2purple,United States,Yes,No,Asian,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",2001-03-05
vpsp4L77u6fJdopurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",2000-12-19
YxsTXkl8CaN1X6purple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1988-07-23
wsb7znJ8Quf08Gpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1969-04-23
iyujA2z8Zfkxwsred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1986-04-26
8lJhZWe3AcL1vBred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1984-03-25
SjLhgef8nbj9y0red,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1999-04-29
kVw1kRt8nsMuqGpurple,,Yes,No,Caucasian/White,No,Male,,Yes,,1978-01-20
8vpplWa1LA4tuJpurple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1986-10-04
cQno7de90Nisv8red,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1974-08-24
9Ww7oIT2IOq2Z2red,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1969-01-31
VNfL7CS9kqaA96red,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1998-03-10
aLZ9I3JA6PvPXGpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$100,000–$199,999",1963-06-14
CMHilxYAIrvn3cred,United States,Yes,Yes,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1993-02-18
kGhzawBAgmzC6Ypurple,,Yes,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1976-07-11
At5uLcV1gpuWFxred,United States,Yes,Yes,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1984-04-02
OmOv7snAvQ1k6lred,United States,Yes,No,Mixed Race,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1998-06-20
AzuOzsa7YRyHF2red,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"Less than $20,000",1972-03-03
UNqFOhcB79Jntpred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1987-11-01
rDb40M6BMO5XCVred,United States,Yes,No,Caucasian/White,Yes,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1986-10-08
s1AGWI2BmMFuFjpurple,United States,Yes,No,Caucasian/White,No,Female,,Yes,,1981-05-23
r1qjmWOCCencgMred,United States,Yes,No,Asian,No,Other,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1987-01-30
aZNoBH3CKa8Id0purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1985-10-04
CMHilxYAIrvn3cpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1979-07-11
Ca0LA3R5gMWqROpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",1968-02-05
lJrsxwVCf7yUiNred,United States,Yes,No,Mixed Race,No,Other,Technical/Community College,Yes,"$100,000–$199,999",1994-07-01
dfrrqJ9CgL6hadred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$80,000–$99,999",1986-07-22
rAKY1xCChRHk9mred,United States,Yes,Yes,Mixed Race,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",2000-03-07
ROhhh8jD6nNnDBred,United States,Yes,No,Caucasian/White,No,Male,Secondary Education (ie. GED/GCSE),Yes,"$20,000–$39,999",1989-02-20
DlLaVuEDRhESNSpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1990-11-28
DlLaVuEDRhESNSred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1971-05-13
DmpVBEJ1KtUGx2purple,United States,Yes,No,Asian,No,Male,High School Diploma (A-levels),Yes,"$80,000–$99,999",2004-11-14
DnYnqep04VmuqXred,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$20,000–$39,999",1990-07-08
E7ZN4PY4zC1bwdpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1986-06-27
vKUyXkeEF3b2fDpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$100,000–$199,999",2003-11-21
QDWga5kEF5PDb8red,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1986-02-11
v5OJSphEm99Qwpred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",2001-08-28
L4j2g1iErZ4AOnred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$20,000–$39,999",1986-05-19
WDQco1ZEzMk9t4red,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1988-04-07
FfdgbZ2FZY2c8Pred,United States,Yes,No,Caucasian/White,No,Other,Technical/Community College,Yes,"Less than $20,000",1963-06-21
FfdgbZ2FZY2c8Ppurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1982-01-18
hYVGa4iFoyeVVyred,United States,Yes,No,Caucasian/White,No,Female,Secondary Education (ie. GED/GCSE),Yes,"$60,000–$79,999",1977-12-17
wz62ca4FtipVoEpurple,United States,Yes,No,Asian,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1987-12-17
pvR1wKqG0UHssqred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$60,000–$79,999",1967-12-11
G9PSkay14LWhVored,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$60,000–$79,999",1988-01-18
jw2MrzzGFGh3Ssred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1990-03-28
q2nEYNMGIouP5rred,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$80,000–$99,999",1998-07-14
eajm87VGaWLtSZred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1987-12-17
Ujdl2K6GeflUWspurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1966-09-14
LAQLsLbGhKb4RPpurple,United Kingdom,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1991-02-22
xiDn9bfGiXWDVepurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1990-05-02
MuoarHWH8NJvH4purple,United States,Yes,No,Caucasian/White,No,Female,No Formal Qualifications,Yes,"$40,000–$59,999",1999-05-03
xyB4sEvHF0TDqXred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$80,000–$99,999",1982-08-27
LXqE9AMI4dF71Ipurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1960-07-02
bT9iNxrIJUbtdrred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1975-06-24
UnhhiQvINPhklVpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$20,000–$39,999",1964-08-29
tQtlXcPITugmWrpurple,United States,Yes,No,Black/African American,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1990-01-01
tjLeadeIXDhNcjpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1991-06-01
YWQLeBYIyGGU9Kpurple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"Less than $20,000",1969-09-15
uxvgRgnJ8BWntFred,United States,Yes,No,Caucasian/White,No,Male,Secondary Education (ie. GED/GCSE),Yes,"$80,000–$99,999",1964-03-30
zJ3HGb5JBocd03red,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1997-06-06
wpOAdIHJFpYb3tpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$60,000–$79,999",1973-01-26
kiV9j24JQApvRHpurple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$20,000–$39,999",1998-09-11
JZ7WmKj6jM1mPrpurple,United States,Yes,No,Mixed Race,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1998-02-09
Wc6dBMYJqBoTgMpurple,United States,Yes,No,Asian,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1999-04-05
Uyet9JuJtlLzZbpurple,United States,Yes,No,Black/African American,No,Male,Technical/Community College,Yes,"$80,000–$99,999",1978-02-10
x2HPhDBJve42yDpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",0958-05-07
wIZhL16JvntpuXred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",2001-06-16
VVQ14G1K25VOFwred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1978-04-19
vVKVGZeK8EuqGxred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1990-10-03
upoCxWMKNpMgbupurple,United States,Yes,Yes,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1986-05-29
MsW5djQKZ3G3b8purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1956-06-25
x3V05lvKjT0dBUred,United States,Yes,Yes,Caucasian/White,No,Other,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1991-11-24
vHU7il4KtMWABVred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1987-02-12
L4j2g1iErZ4AOnpurple,United States,Yes,Yes,Mixed Race,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1998-08-07
LAQLsLbGhKb4RPred,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",2000-06-04
LEfPEyA1vi7QKFpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1975-01-09
LXqE9AMI4dF71Ired,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1985-07-16
mYe0prfMFlX1nrpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1986-06-03
QaoRhZIMQgl3IQpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1998-09-28
lOwFrEEMnA7n99purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1988-06-16
MsW5djQKZ3G3b8red,United States,Yes,No,Native American,No,Female,Technical/Community College,Yes,"$40,000–$59,999",1980-05-25
MuoarHWH8NJvH4red,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1987-12-12
NDCsX0J5xy0hPlpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1988-10-31
t6L8f69NEHDL7Vpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"Less than $20,000",1964-12-14
OBuLvcr2bLTJ9Xpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$80,000–$99,999",1995-09-06
uHoTS2ROOLIs5hred,United States,Yes,No,Mixed Race,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",1977-11-24
p0ycy1TOQ3bixUpurple,United States,Yes,No,Black/African American,No,Male,Doctorate Degree (PhD/Other),Yes,"$60,000–$79,999",1989-05-04
UKP62V6OXpmahxpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1984-01-01
OmOv7snAvQ1k6lpurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1997-05-05
l2MvczWOp8FY1xpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1956-06-06
P1QGEaN1plCNcGpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$80,000–$99,999",1990-08-22
oxrSBdIPj7nQxLpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1984-01-23
US5bIYNPktMeE8red,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1981-12-19
gA6I24mQCRlplvpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1995-12-07
QDWga5kEF5PDb8purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1982-06-14
QaoRhZIMQgl3IQred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1964-02-03
ir4TKUaQiNclJpred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1995-06-21
xoeqSDpQqXmeI7purple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$40,000–$59,999",1970-04-24
yJ1WHQ0RMpmLPqpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1983-01-12
ROhhh8jD6nNnDBpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1975-06-16
TvRvNKnRPmhY4zred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1977-09-23
WxnxzmERexQ5bWred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1991-05-28
ppSOuFiRpn2cSdred,United States,Yes,Yes,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1988-07-21
nQomfdUS4NkcDWpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1986-12-01
bUEUPScS4YLfoKpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1995-12-06
sQEPerAS4yJ951red,United States,Yes,No,Caucasian/White,No,Male,No Formal Qualifications,Yes,"Less than $20,000",1989-11-15
q5g3GVcSYIYu5Ured,United States,Yes,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"$80,000–$99,999",1972-12-15
SjLhgef8nbj9y0purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1984-09-01
TADTf6vSlFIWUjred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1983-08-01
WtknHVwSndxWVired,United States,Yes,No,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,I prefer not to answer,1989-07-08
Ws3gYpmT60Huslred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1989-04-25
ehhMvavT6IT2p5purple,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$80,000–$99,999",1994-01-29
TADTf6vSlFIWUjpurple,United States,Yes,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1993-01-11
bqngvoeTJeuWeNpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$60,000–$79,999",1971-05-04
TvRvNKnRPmhY4zpurple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1991-12-04
pyKUaJdU3ZCju1red,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1982-05-15
Z1MmUYkU8HcnwYpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1998-08-18
UKP62V6OXpmahxred,United States,Yes,Yes,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1988-12-21
UNqFOhcB79Jntppurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1977-04-15
US5bIYNPktMeE8purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1993-01-21
VdA2R2IUgWwoE0purple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1950-01-30
Ujdl2K6GeflUWsred,United States,Yes,Yes,Caucasian/White,No,Male,Doctorate Degree (PhD/Other),Yes,"$40,000–$59,999",1971-04-26
UnhhiQvINPhklVred,United States,Yes,No,Black/African American,No,Female,High School Diploma (A-levels),Yes,I prefer not to answer,1995-10-29
Uyet9JuJtlLzZbred,United States,Yes,No,Black/African American,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1997-06-02
qVtPGcYV5NIaKfpurple,,Yes,No,Caucasian/White,No,Male,,Yes,,1980-04-25
VNfL7CS9kqaA96purple,United States,Yes,No,Mixed Race,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1991-03-19
VVQ14G1K25VOFwpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1957-03-16
ZhYqU9gVYgKHJlpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$60,000–$79,999",1971-08-07
VdA2R2IUgWwoE0red,,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1979-08-22
WDQco1ZEzMk9t4purple,United States,Yes,No,Mixed Race,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1991-02-28
Wc6dBMYJqBoTgMred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1999-11-02
Y5Ee8GJWeqjlXtpurple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1979-10-31
WfKAXB16bRWIhNred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$100,000–$199,999",2003-03-29
Ws3gYpmT60Huslpurple,United States,Yes,No,Asian,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1994-09-18
WtknHVwSndxWVipurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1988-03-24
WxnxzmERexQ5bWpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1981-05-28
X0iPMkJ7Liehhgpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1989-01-27
